,SMALL LoBM LoINV,ME1 BM1 INV2,ME1 BM1 INV3,ME1 BM1 HiINV,ME1 BM2 LoINV,ME1 BM2 INV2,ME1 BM2 INV3,ME1 BM2 HiINV,ME1 BM3 LoINV,ME1 BM3 INV2,ME1 BM3 INV3,ME1 BM3 HiINV,ME1 BM4 LoINV,ME1 BM4 INV2,ME1 BM4 INV3,SMALL HiBM HiINV,BIG LoBM LoINV,ME2 BM1 INV2,ME2 BM1 INV3,ME2 BM1 HiINV,ME2 BM2 LoINV,ME2 BM2 INV2,ME2 BM2 INV3,ME2 BM2 HiINV,ME2 BM3 LoINV,ME2 BM3 INV2,ME2 BM3 INV3,ME2 BM3 HiINV,ME2 BM4 LoINV,ME2 BM4 INV2,ME2 BM4 INV3,BIG HiBM HiINV
201805     ,0.89     ,1.09     ,3.67     ,4.80    ,-1.62    ,-0.63     ,0.88    ,-0.70    ,-2.29    ,-2.85    ,-0.95     ,0.50    ,-3.77    ,-1.40    ,-2.58    ,-0.31     ,0.95    ,-1.66     ,3.95     ,1.09    ,-4.07    ,-1.41    ,-0.08    ,-0.93    ,-3.89    ,-2.86    ,-1.72    ,-0.45    ,-2.23    ,-5.32    ,-5.43    ,-2.19
201806    ,-5.36    ,-0.92    ,-4.08    ,-3.35    ,-4.69    ,-1.66    ,-2.63    ,-2.21    ,-4.56    ,-2.82    ,-2.84    ,-4.95    ,-2.54    ,-3.12    ,-2.53    ,-3.97    ,-5.41    ,-0.28    ,-1.87    ,-0.49    ,-3.00    ,-1.79    ,-2.33    ,-0.26    ,-3.33    ,-0.56    ,-2.67    ,-4.44    ,-1.92    ,-4.68    ,-4.55    ,-3.21
201807    ,-4.03     ,0.04    ,-0.84    ,-2.62    ,-0.95    ,-0.99    ,-1.36    ,-1.31    ,-0.68    ,-0.68     ,0.31    ,-0.46    ,-0.38     ,1.22    ,-0.65     ,1.16    ,-1.76    ,-1.22    ,-1.72    ,-2.16     ,0.25     ,0.38     ,1.40     ,2.72    ,-0.05    ,-0.37    ,-1.29    ,-1.87     ,1.30     ,2.63     ,0.61     ,4.49
201808    ,-0.86     ,4.76     ,0.53     ,2.57     ,0.34    ,-2.17     ,0.50     ,0.94     ,0.14    ,-2.82    ,-2.28    ,-1.04    ,-1.44    ,-3.26    ,-1.20    ,-2.87    ,-0.70    ,-0.85     ,1.89     ,3.16    ,-0.20     ,0.76    ,-1.80     ,2.66    ,-1.95    ,-3.73    ,-0.81     ,0.26     ,0.37    ,-0.89     ,0.16     ,0.58
201809    ,-1.77     ,0.65     ,1.42     ,1.95    ,-0.60     ,1.12     ,1.43    ,-1.41     ,1.69     ,1.52     ,2.22     ,0.02     ,1.35     ,0.94     ,1.42     ,1.01     ,4.28     ,0.15     ,3.45     ,1.71     ,2.94     ,3.64     ,2.43     ,3.28     ,4.60     ,3.54     ,2.63     ,3.49     ,4.11     ,4.57     ,4.71     ,2.61
201810    ,-6.34    ,-4.99    ,-9.62   ,-12.22    ,-8.70    ,-6.85    ,-9.00    ,-8.16    ,-9.80    ,-8.14    ,-8.82    ,-7.70    ,-7.50    ,-7.29    ,-8.35    ,-8.50   ,-11.90    ,-8.10   ,-11.92   ,-12.57    ,-9.30    ,-7.58    ,-8.73    ,-9.84    ,-7.06    ,-7.93    ,-6.95    ,-9.17    ,-4.53    ,-5.21    ,-7.15    ,-9.18
201811     ,4.03     ,1.76     ,1.91     ,3.82    ,-0.76     ,2.47     ,1.31     ,1.09    ,-0.79     ,2.09     ,1.18     ,1.85    ,-0.56     ,1.10    ,-0.11     ,1.68     ,2.17     ,5.77     ,3.34     ,4.00     ,1.46    ,-0.28    ,-0.38     ,0.84    ,-2.64     ,2.39     ,3.64     ,3.34     ,1.07    ,-2.99    ,-2.02    ,-3.32
201812   ,-11.58   ,-13.23   ,-16.05   ,-15.39    ,-8.56    ,-9.39   ,-11.03   ,-11.07    ,-8.73    ,-8.17    ,-8.25    ,-9.81    ,-8.18    ,-7.63    ,-8.04   ,-10.64    ,-6.10    ,-7.00    ,-7.70    ,-9.11    ,-6.62    ,-6.16    ,-5.50    ,-9.61    ,-5.81    ,-4.63    ,-6.06    ,-5.65    ,-5.67    ,-7.81    ,-6.01    ,-7.59
201901     ,7.31     ,4.28     ,5.88     ,7.73     ,5.07     ,3.09     ,3.26     ,4.72     ,3.40     ,2.86     ,3.03     ,3.29     ,3.53     ,1.57     ,2.56     ,3.47     ,4.89     ,3.93     ,2.00     ,5.79     ,5.90     ,5.38     ,4.28     ,8.93     ,6.69     ,5.52     ,4.99     ,2.35     ,5.27     ,6.85     ,7.48     ,6.51
201902     ,5.60     ,2.36     ,3.57     ,3.66     ,0.50     ,1.94     ,2.75     ,2.21     ,1.20     ,2.75     ,2.87     ,1.89     ,1.62     ,1.57     ,0.01     ,2.45     ,0.97     ,1.09     ,5.25     ,2.89     ,1.39    ,-0.31    ,-1.54     ,5.04    ,-0.69    ,-1.71    ,-1.05    ,-0.14    ,-1.96    ,-2.70    ,-0.82    ,-0.60
201903     ,1.61     ,3.71    ,-0.04     ,1.98     ,0.41    ,-0.72    ,-1.15    ,-0.69    ,-0.76    ,-0.67    ,-0.39    ,-1.29    ,-0.06     ,0.22    ,-0.99    ,-2.17     ,2.12     ,4.60     ,0.72     ,3.17     ,1.39    ,-0.35    ,-2.31     ,1.22     ,1.70    ,-0.56     ,0.47     ,0.43    ,-1.16    ,-1.44    ,-0.78    ,-0.99
201904    ,-3.34     ,1.82     ,1.28     ,0.48     ,1.76     ,1.41     ,0.59     ,1.41     ,0.73     ,2.01     ,1.37     ,0.16     ,0.02    ,-0.03     ,0.46     ,0.59     ,3.73     ,2.77     ,1.24     ,5.44    ,-2.87     ,1.49     ,4.16     ,1.52     ,0.33     ,1.70    ,-3.08    ,-1.43    ,-2.51     ,1.09     ,1.78    ,-0.91
201905    ,-2.27     ,2.51    ,-1.69    ,-2.31    ,-4.25    ,-3.28    ,-4.01    ,-3.15    ,-5.88    ,-4.12    ,-4.82    ,-1.41    ,-2.64    ,-2.92    ,-1.40    ,-3.48    ,-3.68    ,-2.66    ,-2.58    ,-2.91    ,-2.30    ,-2.57    ,-3.75    ,-4.92    ,-0.25    ,-3.82    ,-4.42    ,-6.20    ,-4.79    ,-5.97    ,-5.34    ,-3.79
201906     ,5.01     ,1.37     ,3.65     ,0.95     ,2.61     ,1.51     ,2.98     ,3.11     ,3.25     ,3.39     ,2.90     ,2.14     ,1.94     ,1.10     ,1.17     ,1.06     ,0.32     ,3.77     ,1.24     ,3.64     ,3.54     ,2.13     ,3.62     ,2.49     ,3.46     ,3.33     ,2.01     ,1.11     ,0.71     ,2.89     ,3.30     ,2.48
201907     ,0.49     ,1.06     ,2.90     ,2.66     ,1.22     ,1.57     ,0.65     ,2.44     ,0.72     ,0.92     ,0.63     ,4.62     ,1.21     ,0.71     ,1.61     ,1.18     ,0.84    ,-1.08     ,1.97     ,3.45     ,1.12     ,0.57     ,0.81     ,2.71    ,-0.30     ,1.90    ,-1.12    ,-1.67    ,-2.56    ,-2.56    ,-0.74    ,-2.25
201908    ,-2.47    ,-1.72    ,-1.07    ,-4.69    ,-3.35    ,-1.15    ,-4.12    ,-2.98    ,-0.52    ,-2.22    ,-3.34    ,-3.34    ,-4.08    ,-4.36    ,-5.43    ,-4.14     ,1.65     ,1.78    ,-0.45     ,1.05     ,1.41     ,0.97     ,0.15    ,-4.58     ,0.16     ,0.58    ,-2.09    ,-1.99    ,-3.68    ,-4.23    ,-5.98    ,-2.50
201909     ,1.95     ,3.38     ,0.85     ,1.47     ,3.13     ,5.00     ,3.39     ,5.18     ,4.29     ,3.73     ,3.75     ,4.61     ,4.46     ,5.22     ,6.36     ,4.24     ,2.98     ,3.60     ,3.23     ,2.65     ,2.40     ,3.31     ,4.41     ,1.32     ,2.67     ,4.42     ,5.52     ,5.24     ,6.36     ,7.75     ,7.46     ,7.45
201910     ,1.75     ,4.31     ,2.65     ,2.96     ,5.72     ,4.57     ,7.60     ,8.65     ,6.38     ,6.32     ,8.47     ,7.97     ,6.38     ,7.16     ,7.07     ,8.08    ,10.89     ,6.12     ,4.98     ,3.10     ,4.44     ,4.67     ,4.79     ,4.50     ,4.96     ,4.33     ,4.96     ,5.71     ,4.50     ,4.47     ,8.16     ,5.99
201911     ,3.14     ,2.66     ,1.96     ,4.73     ,1.72     ,0.02     ,2.08     ,1.91     ,0.64     ,1.80     ,0.20     ,3.27     ,1.25     ,0.27     ,1.28     ,1.44     ,1.00     ,0.22    ,-0.08     ,2.96     ,2.10     ,0.70    ,-1.25     ,1.26     ,0.85    ,-0.44     ,1.02    ,-1.24     ,0.76     ,0.69     ,0.18    ,-2.49
201912     ,0.34     ,2.24     ,2.66     ,1.98     ,3.92     ,2.06     ,4.14     ,3.15     ,5.22     ,3.48     ,4.12     ,4.25     ,2.38     ,3.19     ,3.60     ,3.60     ,1.02     ,1.50     ,0.82     ,2.73     ,0.72     ,2.40     ,2.74     ,5.50     ,0.65     ,1.02     ,4.38     ,1.39     ,1.90     ,2.86     ,1.62     ,3.17
202001    ,-2.54    ,-1.09    ,-2.80    ,-5.07    ,-2.13    ,-2.64    ,-3.03    ,-3.00    ,-3.72    ,-4.29    ,-3.96    ,-2.27    ,-3.66    ,-4.08    ,-4.35    ,-3.50     ,0.65    ,-0.54    ,-0.77    ,-3.35    ,-0.13     ,0.28     ,1.37    ,-3.27     ,0.04    ,-1.24    ,-3.21    ,-2.36    ,-3.51    ,-5.33    ,-2.83    ,-5.01
202002   ,-17.98   ,-16.09   ,-15.35   ,-17.75   ,-15.09   ,-12.67   ,-12.78   ,-14.39   ,-13.61   ,-12.92   ,-13.09   ,-12.21   ,-13.11   ,-12.82   ,-15.03   ,-15.96   ,-11.02    ,-9.53    ,-8.39   ,-10.04   ,-11.33    ,-8.69   ,-11.41    ,-6.47    ,-7.68    ,-9.75    ,-9.06   ,-10.51    ,-8.34   ,-12.39   ,-10.77    ,-6.26
202003    ,-7.51    ,-5.99    ,-7.77    ,-8.60    ,-4.04    ,-2.06    ,-0.82    ,-4.30    ,-2.04    ,-2.18    ,-2.37    ,-5.11    ,-2.99    ,-2.89    ,-5.44    ,-7.59     ,2.01     ,3.54    ,-2.15     ,0.61    ,-5.68     ,2.38    ,-4.90    ,-9.13    ,-3.80    ,-5.50    ,-9.71   ,-14.00   ,-13.04   ,-10.70   ,-11.47    ,-7.30
202004    ,13.02     ,6.06    ,10.91    ,16.98     ,5.65     ,4.76     ,4.79     ,6.37     ,3.33     ,3.12     ,3.78     ,6.59     ,2.40     ,1.71     ,3.25     ,5.33     ,5.40     ,1.81     ,5.50    ,11.26     ,5.24    ,-0.79     ,6.86    ,10.33    ,-0.74     ,2.19     ,2.80     ,7.52     ,3.15     ,2.16     ,5.60     ,3.48
202005    ,13.41    ,11.87    ,15.66    ,14.60     ,7.76     ,6.82     ,7.78    ,10.11     ,5.83     ,6.46     ,5.81     ,6.67     ,4.25     ,4.31     ,3.26     ,6.84     ,8.78     ,9.34    ,12.60     ,8.28    ,10.52     ,2.05     ,4.36     ,6.08     ,1.52     ,4.08     ,5.66     ,6.05     ,3.02     ,5.39     ,5.99     ,3.31
202006     ,3.19     ,0.08     ,3.21     ,1.13     ,0.41    ,-0.83    ,-0.75    ,-0.20    ,-1.41    ,-1.45    ,-1.58     ,0.26    ,-1.96    ,-0.95    ,-1.18    ,-1.88    ,-0.53     ,2.48     ,1.92     ,3.12    ,-4.51    ,-1.12     ,1.33     ,3.88     ,0.24    ,-1.24    ,-1.30    ,-2.10    ,-3.83    ,-2.92    ,-3.09    ,-2.40
202007    ,-5.03    ,-8.37    ,-3.38    ,-3.03    ,-3.92    ,-2.65    ,-3.34    ,-4.22    ,-3.92    ,-3.92    ,-2.48    ,-2.50    ,-4.63    ,-4.30    ,-4.62    ,-6.30    ,-0.44    ,-4.19     ,4.51    ,-0.42     ,0.46    ,-4.77    ,-2.93     ,9.23    ,-3.99    ,-5.58    ,-7.97    ,-2.87    ,-3.43    ,-5.10    ,-5.75    ,-6.40
202008    ,12.23    ,17.68    ,10.26    ,14.13     ,8.03     ,7.45     ,5.81     ,9.84     ,6.11     ,6.61     ,6.91     ,7.69     ,6.51     ,5.76     ,6.10     ,7.62    ,11.52    ,11.75     ,4.44     ,4.44     ,4.29     ,9.95     ,7.51     ,0.46     ,9.59     ,9.33    ,12.42    ,12.27    ,11.44    ,12.17    ,13.77    ,12.35
202009     ,2.23     ,5.59     ,6.38     ,8.83     ,5.32     ,5.87     ,5.68     ,6.82     ,4.96     ,4.75     ,5.74     ,6.44     ,5.86     ,5.34     ,3.99     ,5.33     ,5.18     ,4.65     ,3.68     ,3.80    ,11.98     ,1.36     ,3.39     ,0.01     ,0.89    ,-1.05    ,-0.42     ,0.33    ,-2.64    ,-2.08    ,-2.96    ,-3.16
202010    ,-5.78    ,-0.72    ,-4.49    ,-4.03    ,-2.79    ,-4.22    ,-2.92    ,-2.04    ,-3.07    ,-2.57    ,-3.34    ,-2.09    ,-3.68    ,-3.39    ,-3.57    ,-2.81    ,-0.70    ,-1.25    ,-0.26    ,-2.43    ,-1.60    ,-3.47    ,-4.90     ,4.38     ,1.18    ,-2.05    ,-3.66    ,-8.20    ,-1.10    ,-3.03    ,-3.74    ,-6.98
202011     ,5.12    ,10.01     ,8.67     ,7.94     ,7.48     ,4.36     ,5.23     ,7.05     ,4.70     ,4.29     ,4.18     ,7.55     ,3.24     ,4.84     ,4.25     ,8.89     ,8.06    ,10.63    ,16.19    ,16.05     ,8.53    ,13.68    ,14.27    ,10.80     ,8.86     ,8.21    ,10.01    ,12.60     ,4.93     ,8.83    ,11.42     ,8.27
202012    ,-1.31     ,1.09     ,2.03    ,-0.17     ,5.32     ,3.76     ,3.67     ,3.82     ,3.80     ,3.18     ,4.19     ,3.12     ,4.16     ,1.10     ,2.73     ,5.06     ,2.85     ,6.20     ,3.14     ,1.00     ,1.55    ,-0.79     ,3.99     ,6.27     ,6.47     ,9.80     ,3.43     ,6.06     ,6.24     ,5.64     ,3.63     ,4.60
202101     ,2.86    ,-0.93    ,-1.96    ,-1.98    ,-0.62    ,-2.17    ,-1.72    ,-3.22     ,0.16    ,-1.88    ,-1.50    ,-1.33    ,-1.24    ,-1.55    ,-0.02     ,1.12    ,-3.50    ,-3.73     ,0.33    ,-3.85     ,1.83    ,-2.85    ,-0.30     ,0.37     ,2.53    ,-4.65     ,1.04    ,-0.46     ,1.74     ,0.67    ,-0.77     ,4.35
202102     ,0.21    ,-1.51    ,-3.01    ,-0.97    ,-0.30    ,-0.25    ,-2.05     ,3.15     ,0.09    ,-0.77     ,0.38     ,1.74     ,3.25     ,1.73     ,3.81     ,5.25     ,0.24     ,4.08    ,-4.01    ,-5.25    ,-2.94    ,-1.69    ,-4.34     ,6.82     ,2.06     ,4.32     ,4.38     ,0.89     ,6.85     ,9.14     ,7.75     ,9.73
202103     ,0.60    ,-1.33     ,2.40     ,0.82     ,3.45     ,1.76     ,3.33     ,3.61     ,3.26     ,2.87     ,4.30     ,5.51     ,5.26     ,4.29     ,4.99     ,5.85    ,-1.94    ,-8.04     ,0.90    ,-1.93     ,0.77     ,2.29     ,1.68    ,-2.18     ,4.00     ,4.22     ,2.89     ,6.75     ,6.52     ,3.99     ,7.40     ,4.15
202104    ,-2.37    ,-1.33    ,-2.13    ,-1.55     ,1.17    ,-1.73    ,-1.21    ,-1.68    ,-1.42    ,-2.01    ,-1.60    ,-3.07    ,-1.95    ,-3.56    ,-2.61    ,-3.92    ,-0.35    ,-0.20    ,-1.05    ,-1.52    ,-0.16    ,-4.40    ,-1.92     ,0.94     ,0.00    ,-2.65    ,-1.53    ,-4.05    ,-3.75    ,-3.28    ,-0.59    ,-1.72
202105    ,-2.64    ,-2.00    ,-0.64    ,-3.38    ,-0.11    ,-0.62     ,0.13     ,1.15     ,0.24    ,-0.28     ,0.16     ,1.33     ,0.77    ,-0.89     ,0.00    ,-0.14     ,2.47     ,2.81    ,-0.68     ,0.38     ,1.28     ,3.56     ,0.86    ,-6.07     ,0.86     ,6.74     ,0.79    ,-1.32     ,1.09     ,2.54     ,3.82     ,4.08
202106     ,2.91     ,0.55     ,2.78     ,3.50     ,3.02     ,0.17     ,1.20     ,4.23     ,0.47     ,0.08    ,-0.86     ,0.30     ,0.05    ,-0.44    ,-0.27    ,-1.46    ,-0.45     ,0.47     ,2.63     ,0.99     ,4.12    ,-0.60     ,0.45    ,-3.00     ,1.29     ,1.41     ,0.03    ,-3.67    ,-1.66    ,-3.75    ,-1.59     ,1.18
202107    ,-3.90    ,-1.06    ,-1.83    ,-3.44     ,1.57     ,0.65     ,0.80     ,0.11     ,2.34     ,2.45     ,2.69     ,1.39     ,1.24     ,1.34     ,0.84     ,1.38    ,-0.43    ,-4.16    ,-0.30    ,-0.81    ,-1.53    ,-1.22    ,-4.05    ,-1.84    ,-1.35    ,-0.03    ,-1.57    ,-1.60     ,1.26     ,0.21    ,-1.45    ,-0.44
202108     ,4.30     ,4.30     ,1.56     ,4.41     ,0.03     ,1.03     ,2.41     ,0.29     ,0.62     ,1.05    ,-0.05     ,1.52     ,0.29     ,0.96     ,4.12     ,3.86     ,8.75     ,4.87    ,10.60     ,4.47     ,1.47     ,3.54    ,-0.51     ,3.02     ,2.74    ,-0.09     ,0.84     ,2.14     ,1.85     ,1.00     ,1.77     ,3.40
202109     ,4.12     ,1.25     ,3.25    ,-0.14     ,1.49     ,2.04     ,0.83     ,2.61     ,1.99     ,1.93     ,1.42     ,1.97     ,4.74     ,1.83     ,2.01     ,4.10    ,-1.19     ,3.14     ,1.55     ,2.97     ,4.08     ,1.67     ,2.71     ,3.15     ,1.69     ,3.07     ,5.72     ,5.95     ,1.83     ,2.38     ,6.78     ,6.42
202110    ,-5.78    ,-2.70    ,-3.72    ,-4.82    ,-3.58    ,-4.33    ,-4.54    ,-4.78    ,-4.07    ,-4.13    ,-4.99    ,-2.22    ,-3.61    ,-4.52    ,-6.38    ,-5.43    ,-3.46    ,-2.92    ,-5.00    ,-3.29    ,-2.92    ,-4.54    ,-3.41    ,-2.72    ,-4.74    ,-3.42    ,-2.10    ,-5.17    ,-4.67    ,-5.06    ,-6.04    ,-3.10
202111    ,-4.63    ,-3.24    ,-2.47    ,-4.20    ,-6.90    ,-4.97    ,-3.20    ,-5.93    ,-6.94    ,-3.38    ,-6.67    ,-6.30    ,-6.09    ,-5.48    ,-4.11    ,-7.03    ,-2.02    ,-0.32     ,1.46    ,-0.93    ,-1.62    ,-4.48    ,-2.95    ,-3.28    ,-3.27    ,-2.66    ,-3.87    ,-6.12    ,-7.16    ,-3.98    ,-4.37    ,-6.17
202112    ,-1.06    ,-2.61    ,-0.13    ,-5.16     ,2.02     ,2.01     ,3.92     ,2.78     ,5.30     ,4.23     ,3.78     ,1.74     ,3.31     ,3.84     ,6.16     ,5.93     ,4.95     ,2.24    ,-1.62    ,-1.14     ,1.08     ,1.65    ,-1.61    ,-0.24     ,4.38     ,2.58    ,-0.49     ,5.93     ,3.53     ,3.92     ,2.47     ,2.75
202201   ,-11.86    ,-9.71   ,-10.84   ,-17.88    ,-6.78    ,-6.01    ,-5.96    ,-6.84    ,-4.42    ,-3.41    ,-3.56    ,-4.76    ,-2.53    ,-2.28     ,0.55    ,-2.49    ,-7.49   ,-14.12   ,-13.19   ,-13.74    ,-4.62    ,-7.74    ,-5.03    ,-3.06    ,-1.65     ,2.56     ,1.24     ,0.58     ,2.14     ,3.62     ,4.36     ,3.20
202202    ,-0.29     ,1.00     ,2.00     ,0.77     ,1.44     ,1.77     ,0.73     ,1.70     ,2.82     ,2.03     ,2.76     ,3.73     ,1.41     ,2.01     ,4.21     ,5.16    ,-2.26     ,4.18     ,1.05    ,-3.41    ,-1.07     ,0.06     ,0.39     ,0.26    ,-0.42    ,-2.06    ,-0.67    ,-1.37     ,3.12     ,1.60     ,0.83    ,-0.11
202203     ,0.24    ,-1.38    ,-2.40     ,2.16    ,-3.02    ,-3.83    ,-4.21    ,-3.86    ,-5.76    ,-4.99    ,-6.11    ,-3.55    ,-4.39    ,-5.84    ,-7.47    ,-4.87    ,-0.94    ,-2.05    ,-4.01    ,-0.91    ,-4.80    ,-1.61     ,0.00    ,-0.88    ,-2.17    ,-1.69    ,-0.39    ,-1.47    ,-0.62    ,-1.97    ,-1.86     ,3.69
202204   ,-10.76    ,-8.97   ,-11.05   ,-12.01    ,-7.42    ,-8.77    ,-9.20    ,-8.32    ,-7.03    ,-7.30    ,-8.27    ,-7.42    ,-8.59    ,-7.41    ,-6.01    ,-7.03   ,-15.81    ,-8.15    ,-9.20   ,-12.19    ,-7.56    ,-6.92    ,-9.59    ,-5.95    ,-5.57    ,-6.71    ,-4.90    ,-5.27    ,-7.89    ,-7.68    ,-6.49    ,-8.07
202205     ,2.95     ,2.01     ,0.37    ,-0.45     ,2.09     ,3.97     ,1.08     ,1.00     ,2.61     ,0.79     ,0.70     ,1.32     ,4.38     ,2.40     ,0.04     ,2.84     ,1.20     ,2.54     ,2.51    ,-0.02     ,4.04     ,2.73     ,1.56    ,-0.05     ,2.44    ,-0.93     ,2.56     ,1.01     ,6.48    ,-0.36    ,-0.12     ,1.74
202206    ,-5.13    ,-3.90    ,-5.87    ,-7.14    ,-3.70    ,-5.86    ,-6.52    ,-4.59    ,-3.53    ,-4.01    ,-3.95    ,-4.37    ,-4.66    ,-4.70    ,-3.26    ,-5.23    ,-3.37   ,-11.59   ,-11.57    ,-8.88    ,-6.85    ,-7.24    ,-8.32    ,-8.23    ,-7.29    ,-4.63    ,-5.49    ,-2.40    ,-6.14    ,-3.47    ,-4.19    ,-7.83
202207     ,4.74     ,6.37     ,8.00     ,9.65     ,3.74     ,6.86     ,6.11     ,5.79     ,5.23     ,5.76     ,5.40     ,4.41     ,3.49     ,3.49     ,4.36     ,3.72     ,6.15    ,12.03    ,12.07     ,8.20     ,4.33     ,6.28     ,5.28     ,5.18     ,3.28     ,1.94     ,3.02     ,5.19     ,1.80     ,2.70     ,2.56     ,2.31
202208     ,0.22    ,-3.18    ,-2.97    ,-1.18    ,-1.70    ,-1.87    ,-1.07    ,-1.57    ,-1.74    ,-2.35    ,-1.65     ,0.32    ,-1.18    ,-2.10    ,-3.04    ,-2.54     ,2.29    ,-0.72    ,-5.13    ,-4.41    ,-5.57    ,-3.89    ,-3.98    ,-3.95    ,-2.33    ,-0.42    ,-1.21    ,-1.78    ,-0.26    ,-4.86    ,-0.40    ,-3.83
202209    ,-5.92    ,-8.41    ,-8.84    ,-9.97    ,-7.18    ,-7.13    ,-8.19    ,-9.97    ,-6.79    ,-7.01    ,-6.84    ,-5.04    ,-7.09    ,-6.14    ,-5.97    ,-4.82    ,-7.87    ,-8.91   ,-12.55   ,-11.26    ,-3.84    ,-8.10    ,-6.87   ,-11.51    ,-6.12    ,-7.79    ,-9.64   ,-12.83    ,-8.68    ,-7.73   ,-10.61    ,-1.85
202210     ,2.21     ,2.83     ,2.37     ,3.09     ,0.35     ,0.83     ,1.13     ,2.97    ,-1.34     ,0.47    ,-0.69     ,1.06     ,0.94    ,-1.50    ,-1.43    ,-0.99     ,4.01     ,0.47     ,4.95     ,2.41     ,1.65    ,-0.43     ,0.60     ,3.73    ,-0.92     ,1.38     ,0.81    ,13.66     ,0.46    ,-0.26     ,2.33     ,0.44
202211     ,8.56     ,8.88    ,11.72    ,13.56    ,10.41     ,9.65    ,10.01    ,11.96    ,11.76    ,10.42    ,10.21     ,9.31    ,11.06    ,11.86    ,12.15    ,14.26     ,7.15     ,8.96     ,9.63    ,11.44     ,8.75    ,11.55     ,9.83     ,8.48    ,11.59    ,14.45    ,12.56     ,4.55    ,11.67    ,13.29    ,11.26    ,14.14
202212    ,-0.46     ,0.36    ,-0.87    ,-1.34     ,1.97     ,2.00     ,1.58     ,2.25     ,3.71     ,4.42     ,3.99     ,4.06     ,5.08     ,4.62     ,7.03     ,7.36     ,2.43    ,-1.91    ,-3.26    ,-2.77     ,1.92    ,-0.42     ,1.99    ,-2.89     ,1.73    ,-1.04    ,-0.77    ,-1.48     ,2.65    ,11.04     ,5.53    ,10.17
202301     ,3.95     ,2.28     ,6.13     ,4.95     ,3.54     ,5.49     ,5.05     ,4.95     ,5.31     ,4.14     ,3.93     ,3.70     ,4.21     ,5.04     ,4.80     ,6.67     ,4.12     ,3.90    ,10.02     ,6.57     ,2.01     ,5.80     ,1.89     ,6.27     ,1.50     ,2.38     ,4.22     ,8.20     ,4.35     ,4.80     ,5.60     ,2.44
202302    ,-4.60    ,-2.26    ,-5.57    ,-6.31    ,-2.50    ,-3.57    ,-3.55    ,-3.15    ,-0.95    ,-1.82    ,-1.68    ,-3.35     ,4.90    ,-0.40    ,-0.19    ,-1.26    ,-3.43    ,-5.63    ,-5.03    ,-6.01    ,-4.78    ,-5.58    ,-3.22    ,-3.86    ,-1.62    ,-2.84    ,-1.56    ,-6.42    ,-1.30    ,-1.76     ,1.15    ,-0.25
202303     ,4.25     ,5.09     ,5.27     ,3.22     ,5.12     ,3.80     ,4.73     ,4.52     ,4.38     ,5.57     ,4.68     ,3.47     ,5.45     ,5.05     ,1.08    ,-2.31     ,9.20     ,7.43     ,7.25     ,5.45     ,5.45     ,8.65     ,4.52     ,5.23     ,2.64     ,4.81     ,4.52     ,1.26     ,3.18    ,-3.10    ,-0.97    ,-4.30
202304    ,-0.99    ,-2.36    ,-2.64    ,-4.27    ,-1.18    ,-0.88    ,-0.21    ,-3.01     ,0.30     ,0.58     ,0.25    ,-0.37    ,-0.35     ,1.81     ,1.29     ,0.33    ,-0.23     ,1.30    ,-2.80     ,0.41     ,2.22    ,-2.50     ,0.95    ,-2.19     ,3.24     ,1.83     ,2.10    ,-1.72     ,0.48     ,1.31     ,1.53     ,3.30
202305    ,-2.75    ,-3.18    ,-4.20    ,-1.15     ,0.01    ,-5.24    ,-3.18    ,-1.55    ,-4.39    ,-2.82    ,-4.05    ,-0.18    ,-2.16    ,-3.71    ,-4.45    ,-3.52    ,-1.22     ,3.42     ,6.60     ,1.85    ,-2.88     ,4.02    ,-1.76     ,1.01     ,0.50     ,0.41     ,1.82     ,3.45    ,-0.88     ,0.01     ,0.96    ,-2.25
202306    ,-0.28     ,3.34     ,1.59     ,1.95     ,3.02     ,2.02     ,2.95     ,4.84     ,2.25     ,3.00     ,3.60     ,3.87     ,8.10     ,3.78     ,4.07     ,2.64     ,0.23     ,2.75     ,0.00     ,0.64     ,3.78     ,2.06     ,1.23     ,8.40     ,2.46     ,8.79     ,6.57    ,11.20     ,6.30     ,5.74     ,4.68     ,2.08
202307     ,0.69     ,3.11     ,1.13    ,-1.04     ,1.52     ,3.26     ,2.62     ,2.13     ,4.49     ,4.28     ,4.06     ,2.41     ,5.46     ,6.28     ,7.90     ,6.90     ,0.98    ,-0.91     ,1.96     ,0.82     ,3.51    ,-1.19     ,2.15     ,1.65     ,3.31     ,4.76     ,3.21     ,5.03     ,5.24     ,8.28     ,5.93     ,7.35
202308    ,-0.90    ,-2.04    ,-2.63    ,-4.41     ,0.74     ,0.68    ,-1.34    ,-3.02     ,0.55     ,1.17     ,0.35     ,0.39     ,0.39    ,-0.01     ,0.55     ,0.96     ,1.07    ,-2.73    ,-1.91    ,-5.16    ,-1.07    ,-1.01    ,-5.03    ,-3.23     ,0.99    ,-1.20     ,0.36    ,-1.85    ,-0.45    ,-1.46     ,1.45     ,0.80
